DG,PAA LVL2,PAA LVL3,TYPE,Titre/Title,Organisation,Chercheur principal/Principal Investigator,QUESTION, Réponse/Answer,Nb, Texte/Text, Thème/Theme,FY
UTIL,1.1.1 - EARTH ORBIT SATELLITE MISSIONS AND TECHNOLOGY,1.1.1.3 - SCIENTIFIC MISSIONS,S&C,Improved soil moisture retrieval and freeze/thaw state indicators over several Canadian ecosystems,University of Guelph,"Berg, Aaron",Nombre d'expos‚s aux MDIAS/ PUBLIC GNRAL,,1,"Berg, A. 2017. Observing soil moisture from space.  Aurora Research Institute, Inuvik NWT. Invited presentation.",Earth System Science,2017/2018
UTIL,1.1.1 - EARTH ORBIT SATELLITE MISSIONS AND TECHNOLOGY,1.1.1.3 - SCIENTIFIC MISSIONS,S&C,Freeze/Thaw cycle monitoring using multi-scale SMAP products and hydrothermal modeling over the Canadian tundra,Institut national de la recherche scientifique,"Bernier, Monique",Avez-vous produit des PRSENTATIONS cette ann‚e (pour ce projet sp‚cifiquement)?,Oui,,,Earth System Science,2017/2018
UTIL,1.1.1 - EARTH ORBIT SATELLITE MISSIONS AND TECHNOLOGY,1.1.1.3 - SCIENTIFIC MISSIONS,S&C,Freeze/Thaw cycle monitoring using multi-scale SMAP products and hydrothermal modeling over the Canadian tundra,Institut national de la recherche scientifique,"Bernier, Monique",Nombre de CONFRENCES/ SMINAIRES/ ATELIERS,,4,"1) Monitoring and modeling permafrost dynamics in Nunavik / Ralf Ludwig /Invited S‚minar INRS/  Quebec City/ January 12, 2018.

2)  Freeze/thaw mapping using SMAP data over the Canadian Tundra : Sheldrake and Nastapka (Turjusuk park), poster/Chaima Touati, Ratsimbazafy Tahiana, Monique Bernier, Wang Lingxiao and Ralf Ludwigi/ Arctic Change 2017, Qu‚bec City, Qc / 11-15 December 2017.

3) Climate change, permafrost decline and its hydrological impact in the Sheldrake catchment (Qu‚bec, Canada), oral presentation /  Linxiao Wang, Monique Bernier and Ralf Ludwig, Third WaSiM User Conference, Munich, Germany, October 2017.

4)  How  temperature and soil Moisture Sensors Can be used to study freezing and thawing factors in Turjusuq Park ? poster / 
Chaima Touati, Monique Bernier, Wang Lingxiao and Ralf Ludwig /  Earth observation Summit 2017, Montreal / 20-22 June 2017.",Earth System Science,2017/2018
UTIL,1.1.1 - EARTH ORBIT SATELLITE MISSIONS AND TECHNOLOGY,1.1.1.3 - SCIENTIFIC MISSIONS,S&C,Retrieving soil moisture conditions and vegetation parameters from L and C-Bands microwave data,Universit‚ de Sherbrooke,"Magagi, Ramata",Avez-vous produit des PRSENTATIONS cette ann‚e (pour ce projet sp‚cifiquement)?,Oui,,,Earth System Science,2017/2018
UTIL,1.1.1 - EARTH ORBIT SATELLITE MISSIONS AND TECHNOLOGY,1.1.1.3 - SCIENTIFIC MISSIONS,S&C,Retrieving soil moisture conditions and vegetation parameters from L and C-Bands microwave data,Universit‚ de Sherbrooke,"Magagi, Ramata",Nombre de CONFRENCES/ SMINAIRES/ ATELIERS,,6,"Colliander A., Jackson T. J., Cosh M. H., Misra S., Bindlish R., Powers J., McNairn H., Bullock P., Berg A., Magagi R., O'Neill P. E. , Yueh S. H., 2017, Soil moisture retrieval with airborne PALS instrument over agricultural areas in SMAPVEX16, IGARSS 2017, Texas, USA, July 23-28, 2017.

Wang H., Magagi R. and Goita K., 2017, Polarimetric decomposition of multi-angular SAR data for soil moisture retrieval over agricultural fields, IGARSS 2017, Texas, USA, July 23-28, 2017.

Wang H., Magagi R. and Goita K., 2017, Soil moisture retrieval over agricultural fields from polarimetric decomposition of multi-angular SAR data, ASAR 2017, Montreal, Canada, June 20-22, 2017.

Wang H., Magagi R. and Goita K., 2017, Polarimetric decomposition of dual-frequency SAR data for soil moisture retrieval over agricultural fields, ASAR 2017, Montreal, Canada, June 20-22, 2017.

Magagi R. Goita K., Wang H., and Beauregard V., 2017, Soil moisture retrieval from SMAPVEX12 and SMAPVEX16-MB data, SMAP Canada workshop, Guelph, Canada, May 16-17, 2017.

Colliander A., Misra S., Chae C.-S., Jackson T., Cosh M., Powers J., McNairn H., Bullock P., Berg A., Magagi R., Kerr Y., Yueh S., 2017, Comparison of SMAP and SMOS Measurements to PALS Airborne Acquisitions in 2015 and 2016. European Geosciences Union General Assembly 2017, Vienna, Austria, April 23-28, 2017.",Earth System Science,2017/2018
UTIL,1.1.1 - EARTH ORBIT SATELLITE MISSIONS AND TECHNOLOGY,1.1.1.3 - SCIENTIFIC MISSIONS,S&C,Assimilation of SMAP data in an ecosystem model to improve water and carbon cycle simulations,University of Toronto,"Chen, Jing",Avez-vous produit des PRSENTATIONS cette ann‚e (pour ce projet sp‚cifiquement)?,Oui,,,Earth System Science,2017/2018
UTIL,1.1.1 - EARTH ORBIT SATELLITE MISSIONS AND TECHNOLOGY,1.1.1.3 - SCIENTIFIC MISSIONS,S&C,Assimilation of SMAP data in an ecosystem model to improve water and carbon cycle simulations,University of Toronto,"Chen, Jing",Nombre de CONFRENCES/ SMINAIRES/ ATELIERS,,3,"1. Liming He, et al., ?Simulation and SMAP observation of Sun-glint over the land surface at the L-band"", the SMAP-Canada workshop-2017, Guelph, Ontario, Canada, May 16-17, 2017.
2. Jing M Chen et al., ""Assimilation of SMAP data in an ecosystem model for improving terrestrial carbon cycle estimation"", the SMAP-Canada workshop-2017, Guelph, Ontario, Canada, May 16-17, 2017.
3. Liming He, et al., ""Nitrogen availability dampens optimism for the positive impacts of CO2 fertilization on carbon/water cycles"", the 5th Carbon Assimilation Workshop, Toronto, May 15-16, 2017.",Earth System Science,2017/2018
UTIL,1.1.1 - EARTH ORBIT SATELLITE MISSIONS AND TECHNOLOGY,1.1.1.3 - SCIENTIFIC MISSIONS,S&C,Assessment of the capabilities of the SWOT mission for improving the water balance of a large northern wetland complex,Universit‚ de Sherbrooke,"Leconte, Robert",Avez-vous produit des PRSENTATIONS cette ann‚e (pour ce projet sp‚cifiquement)?,Oui,,,Earth System Science,2017/2018
UTIL,1.1.1 - EARTH ORBIT SATELLITE MISSIONS AND TECHNOLOGY,1.1.1.3 - SCIENTIFIC MISSIONS,S&C,Assessment of the capabilities of the SWOT mission for improving the water balance of a large northern wetland complex,Universit‚ de Sherbrooke,"Leconte, Robert",Nombre de CONFRENCES/ SMINAIRES/ ATELIERS,,2,"Calibrating a hydraulic model using water levels derived from time series high-resolution Radarsat-2 synthetic aperture radar images and elevation data / M‚lanie Trudel / AGU Fall Meeting, New Orleans, USA / Dec 11-15, 2017.

An Overview of SWOT related hydrologic research in Canada, with a focus on the St. Lawrence and Peace Athabasca Delta projects / Robert Leconte / Le Sommet sur l?Observation de la Terre 2017 / Montr‚al, 20-22 juin 2017.",Earth System Science,2017/2018
UTIL,1.1.1 - EARTH ORBIT SATELLITE MISSIONS AND TECHNOLOGY,1.1.1.3 - SCIENTIFIC MISSIONS,S&C,Anticipating Altimetric measurements of interactions between internal waves and geostrophic flows,University of Toronto,"Grisouard, Nicolas",Avez-vous produit des PRSENTATIONS cette ann‚e (pour ce projet sp‚cifiquement)?,Oui,,,Earth System Science,2017/2018
UTIL,1.1.1 - EARTH ORBIT SATELLITE MISSIONS AND TECHNOLOGY,1.1.1.3 - SCIENTIFIC MISSIONS,S&C,Anticipating Altimetric measurements of interactions between internal waves and geostrophic flows,University of Toronto,"Grisouard, Nicolas",Nombre de CONFRENCES/ SMINAIRES/ ATELIERS,,6,"Title for ALL PRESENTATIONS is ""Extraction of Available Potential Energy from Geostrophic Fronts by Inertial-Symmetric Instabilities.""

Presenter for ALL PRESENTATIONS is Nicolas Grisouard

Events:
1/ European Geosciences Union General Assembly (Vienna, Austria) / April 2017,
2/ 49th LiŠge Colloquium on Ocean Turbulence (LiŠge, Belgium) / May 2017, 
3/ Canadian Meteorological and Oceanographic Society Congress (Toronto, ON) / June 2017,
4/ Canadian Mathematical Society Winter Meeting (Waterloo, ON) / December 2017
5/ NorthWest Research Associates (Seattle, WA) departmental seminar / December 2017,
6/ Ocean Sciences meeting (Portland, OR) / February 2018.",Earth System Science,2017/2018
UTIL,1.1.2 - GROUND INFRASTRUCTURE,1.1.2.2 - DATA HANDLING,Contrats,SCISAT ACE instrument FTS support,ABB Inc,"Soucy, Marc-Andr‚",Avez-vous produit des PRSENTATIONS cette ann‚e (pour ce projet sp‚cifiquement)?,Oui,,,,2017/2018
UTIL,1.1.2 - GROUND INFRASTRUCTURE,1.1.2.2 - DATA HANDLING,Contrats,SCISAT ACE instrument FTS support,ABB Inc,"Soucy, Marc-Andr‚",Nombre de CONFRENCES/ SMINAIRES/ ATELIERS,,2,ACE Science Team meetings,,2017/2018
UTIL,1.1.2 - GROUND INFRASTRUCTURE,1.1.2.2 - DATA HANDLING,Contrats,THEMIS C MISSION-MAGNETOMETER OP,University of Alberta,"Mann, Ian",Avez-vous produit des PRSENTATIONS cette ann‚e (pour ce projet sp‚cifiquement)?,Oui,,,,2017/2018
UTIL,1.1.2 - GROUND INFRASTRUCTURE,1.1.2.2 - DATA HANDLING,Contrats,THEMIS C MISSION-MAGNETOMETER OP,University of Alberta,"Mann, Ian",Nombre de CONFRENCES/ SMINAIRES/ ATELIERS,,23,"FAC-MICE challenge University of Alberta contribution/ I.P. Pakhotin/ FAC-MICE Conference, ESTEC, Netherlands/ 04-Sep-17

Evidence of in-situ intense localised magnetic perturbations screened from ground observations by Biot-Savart integration - M-I energy coupling at multiple scales/ I.R. Mann/ ULTIMA Meeting, New Orleans/ 10-Dec-17

Evidence of Ubiquitous Large-Amplitude Alfven waves in the Global Field-Aligned Current System/ I.P. Pakhotin/ AGU Fall Meeting, New Orleans/ 15-Dec-17

An assessment of the spatial scales of second-minute scale dB/dt magnetic disturbances driving GICs: What spatial density of ground magnetometer stations is needed for GIC monitoring?/ S. Dimitrakoudis/ European Space Weather Week, Ostend/ 01-Dec-17	

Analysis of the Flux Drop Out during the March 2013 Storm/ L . Ozeke/ Mini GEM, San Fransisco/ 10-Dec-17

Using global ULTIMA data to Specify ULF wave radial diffusion coefficients / L. Ozeke/ Mini GEM, San Fransisco/ 10-Dec-17

Explaining the diverse response of ultra-relativistic Van Allen belt electrons to solar wind forcing/ I. R. Mann/EGU General Assembly 2017/Vienna/24-Apri-17

ULF wave penetration in the inner magnetosphere related to radiation belt electron acceleration and losses: Observations and model simulations/M. Georgiou/ EGU General Assembly 2017/Vienna/25-Apri-17

United Nations Expert Group on Space Weather: Strategy for Developing an International Framework for Space Weather Services (2018-2030)/I.R. Mann/ EGU General Assembly 2017/Vienna/24-Apri-17

Meet the Experts - The Future of Solar-Terrestrial Research/I.R. Mann/EGU General Assembly 2017/Vienna/26-Apri-17

Town Hall United Nations Expert Group on Space Weather: Strategy for Developing an International Framework for Space Weather Services/I. R. Mann/Chapman Conference on Dayside Magnetosphere Interactions/Chengdu, China/11-Jul-17

Explaining the diverse response of ultra-relativistic Van Allen belt electrons to solar wind forcing with ULF wave transport/ I. R. Mann/Chapman Conference on Dayside Magnetosphere Interactions/Chengdu, China/11-Jul-17

On the Elegant Dynamics of the Ultra-relativistic Van Allen Radiation Belt: How ULF Wave Transport Explains an Apparently Diverse Response to Solar Wind Forcing/I. R. Mann/IAU Symposium 335: Space Weather of the Heliosphere: Processes and Forecasts/Exeter, UK/18-Jul-17

IAU TOWN HALL: United Nations Expert Group on Space Weather: Strategy for Developing an International Framework for Space Weather Services (2018-2030)/I. R. Mann/IAU Symposium 335: Space Weather of the Heliosphere: Processes and Forecasts/Exeter, UK/18-Jul-20

COPUOS Space Weather Guidelines and Expert Team/I. R. Mann/ The United Nations/United States of America Workshop on the International Space Weather Initiative: The Decade after the International Heliophysical Year 2007/Boston, USA/1-Aug-17

On Energy-Dependent Electron Dynamics Related to Magnetopause Shadowing and Recovery: From Ultra-relativistic multi-MeV to keV Energies/I. R. Mann/International Conference on Substorms 13/Portsmouth USA/27-Sept-17

Development of an International Framework Space Weather Services for UNISPACE+50 in the context of the Space2030 agenda/I.R. Mann/United Nations-UAE High Level Forum/Dubai, UAE/7-Nov-17

Fluxgate Magnetometry on the Experimental Albertan Satellite #1 (Ex-Alta-1) CubeSat Mission: Steps Toward a Magnetospheric Constellation Mission/I. R. Mann/Fall AGU Meeting/New Orleans, USA/13-Dec-17

Explaining the Diverse Response of the Ultra-relativistic Van Allen Radiation Belt to Solar Wind Forcing/ I. R. Mann/Fall AGU Meeting/New Orleans, USA/11-Dec-17

Storm-time radiation belt electron dynamics: Repeatability in the outer radiation belt/K. Murphy/ Fall AGU Meeting/New Orleans, USA/13-Dec-17

Alfv‚nic Dynamics and Fine Structuring of Discrete Auroral Arcs: Swarm and e-POP Observations/D. Miles/ Fall AGU Meeting/New Orleans, USA/14-Dec-17

EMIC wave events during the four QARBM chal",,2017/2018
UTIL,1.1.2 - GROUND INFRASTRUCTURE,1.1.2.2 - DATA HANDLING,Contrats,MAESTRO on SciSAT Phase E Science Operations,University of Toronto,"Drummond, James",Avez-vous produit des PRSENTATIONS cette ann‚e (pour ce projet sp‚cifiquement)?,Oui,,,,2017/2018
UTIL,1.1.2 - GROUND INFRASTRUCTURE,1.1.2.2 - DATA HANDLING,Contrats,MAESTRO on SciSAT Phase E Science Operations,University of Toronto,"Drummond, James",Autres,,1,"MAESTRO lecture at Yonsei University, South Korea",,2017/2018
UTIL,1.1.2 - GROUND INFRASTRUCTURE,1.1.2.2 - DATA HANDLING,Contrats,MOPITT Science Team Support Phase E,University of Toronto,"Drummond, James",Avez-vous produit des PRSENTATIONS cette ann‚e (pour ce projet sp‚cifiquement)?,Oui,,,,2017/2018
UTIL,1.1.2 - GROUND INFRASTRUCTURE,1.1.2.2 - DATA HANDLING,Contrats,MOPITT Science Team Support Phase E,University of Toronto,"Drummond, James",Nombre de CONFRENCES/ SMINAIRES/ ATELIERS,,4,"1.	Carbon Monoxide Over Canada as Seen from the MOPITT instrument, Drummond, J.R. & Nichitiu F. 50th CMOS Congress, Toronto, ON, June 4-8, 2017.
2.	Long-Term, Episodic and Quasi-periodic CO Events as Seen in the MOPITT Dataset, Drummond, J.R. & the MOPITT Team, 50th CMOS Congress, Toronto, ON, June 4-8, 2017.
3.	Carbon Monoxide Transport across the Pacific as Seen from the MOPITT Instrument, James R Drummond and F. Nichitiu, IAPSO-IAMAS-IAGA Assembly, Cape Town, South Africa, 27 August to 1 September 2017,
4.	Long-Term, Episodic and Quasi-periodic Carbon Monoxide Pollution Events from the MOPITT Dataset, James R Drummond, ?IAPSO-IAMAS-IAGA Assembly, Cape Town, South Africa, 27 August to 1 September 2017,",,2017/2018
UTIL,1.1.2 - GROUND INFRASTRUCTURE,1.1.2.2 - DATA HANDLING,Contrats,MOPITT Science Team Support Phase E,University of Toronto,"Drummond, James",Nombre d'expos‚s aux MDIAS/ PUBLIC GNRAL,,1,"1. K. Thome, NASA Terra Satellte Overview - Including the MOPITT Instrument, AGU Hyperwall Presentation, New Orl‚ans, LA, 13 Dec 2017. Attendance: 55 people.",,2017/2018
UTIL,1.1.2 - GROUND INFRASTRUCTURE,1.1.2.2 - DATA HANDLING,Contrats,OSIRIS Phase E,University of Saskatchewan,"Degenstein, Doug",Avez-vous produit des PRSENTATIONS cette ann‚e (pour ce projet sp‚cifiquement)?,Oui,,,,2017/2018
UTIL,1.1.2 - GROUND INFRASTRUCTURE,1.1.2.2 - DATA HANDLING,Contrats,OSIRIS Phase E,University of Saskatchewan,"Degenstein, Doug",Nombre de CONFRENCES/ SMINAIRES/ ATELIERS,,7,"Degenstein, D.A., A.E. Bourassa, et al., The OSIRIS Mission Update, 9th Atmospheric Limb Workshop, Saskatoon, Canada, June 12, 2017

Roth, C.Z., D.A. Degenstein, D.J. Zawada, A.E. Bourassa, Ozone trends from SAGE II, OSIRIS and OMPS, 9th Atmospheric Limb Workshop, Saskatoon, Canada, June 13, 2017

An Overview of OCTAV-UTLS (Observed Composition Trends and Variability in the UTLS), a SPARC Emerging Activity, Manney, Gloria, Irina V Petropavlovskikh, Peter Michael Hoor, Adam E Bourassa, Geir Braathen, Kai-Lan Chang, Michaela Imelda Hegglin, Natalya A Kramarova, Daniel Kunkel, Zachary D Lawrence, Thierry Leblanc, Nathaniel J Livesey, Luis F Millan Valle, Gabriele P Stiller, Susann Tegtmeier, Valerie Thouret, Christiane Voigt and Kaley A Walker, 12 December 2017, AGU Fall Meeting, New Orleans

The SAGE II/OSIRIS/OMPS-LP USask 2D Deseasonalized Anomaly Ozone Data Record for Use in Trend Analysis, Degenstein, Doug, Adam E Bourassa, Daniel Zawada, Chris Roth and Chris A McLinden, Tuesday, 12 December 2017, AGU Fall Meeting, New Orleans

The versatility of limb scattered sunlight measurements, Adam E Bourassa, D A Degenstein, Chris Sioris, Landon A Rieger and Daniel Zawada, Thursday, 14 December 2017, AGU Fall Meeting, New Orleans

Merged SAGE II, Ozone_cci and OMPS ozone profiles dataset and evaluation of ozone trends in the stratosphere, Viktoria Sofieva, Erkki Kyr”l„, Marko Laine, Johanna Tamminen, D A Degenstein, Adam E Bourassa, Chris Roth, Daniel Zawada, Mark Weber, et al., Tuesday, 12 December 2017, AGU Fall Meeting, New Orleans

Extending the stratospheric aerosol record with OMPS-LP measurements, Landon A Rieger, Adam E Bourassa and D A Degenstein, Thursday, 14 December 2017, AGU Fall Meeting, New Orleans",,2017/2018
UTIL,1.1.2 - GROUND INFRASTRUCTURE,1.1.2.2 - DATA HANDLING,Contrats,ACE-FTS Science Operations on SciSAT,University of Waterloo,"Bernath, Peter",Avez-vous produit des PRSENTATIONS cette ann‚e (pour ce projet sp‚cifiquement)?,Oui,,,,2017/2018
UTIL,1.1.2 - GROUND INFRASTRUCTURE,1.1.2.2 - DATA HANDLING,Contrats,ACE-FTS Science Operations on SciSAT,University of Waterloo,"Bernath, Peter",Nombre de CONFRENCES/ SMINAIRES/ ATELIERS,,10,"see attached file ""ACE-FTS Publications and Presentations 2017.docx""",,2017/2018
UTIL,1.1.2 - GROUND INFRASTRUCTURE,1.1.2.2 - DATA HANDLING,Contrats,THEMIS-C Operations GBO,University of Calgary,"Spanswick, Emma",Avez-vous produit des PRSENTATIONS cette ann‚e (pour ce projet sp‚cifiquement)?,Oui,,,,2017/2018
UTIL,1.1.2 - GROUND INFRASTRUCTURE,1.1.2.2 - DATA HANDLING,Contrats,THEMIS-C Operations GBO,University of Calgary,"Spanswick, Emma",Nombre de CONFRENCES/ SMINAIRES/ ATELIERS,,7,"SM41A-2672 Swarm observation of field-aligned current and electric field in multiple arc systemsJiashu Wu, David J Knudsen, Megan Gillies, Eric Donovan and Johnathan K Burchill, University of Calgary, Calgary, AB, Canada - American Geophysical Union Fall Meeting 2017, New Orleans, LA

SM44A-05 Poynting flux at the Plasma Sheet Boundary Layer (PSBL) in Conjunction with the Ground Aurora: Dipolarization in the Inner MagnetosphereSheng Tian1, John R Wygant1, Cynthia A Cattell1, Eric Donovan2, Reeves Geoffrey3, Brian Larsen3, Craig Kletzing4, Aaron W Breneman1, Scott A Thaller1 and Alex Igl1, (1)University of Minnesota Twin Cities, Minneapolis, MN, United States, (2)University of Calgary, Calgary, AB, Canada, (3)Los Alamos National Laboratory, Los Alamos, NM, United States, (4)University of Iowa, Department of Physics and Astronomy, Iowa City, IA, United States - American Geophysical Union Fall Meeting 2017, New Orleans, LA

SM31A-2617 Van Allen Probe measurements of intense Poynting Flux, magnetic dipolarization, and particle energization and auroral arcs.John R Wygant1, Sheng Tian2, Scott A Thaller3, Aaron W Breneman4, Cynthia A Cattell3, Alexander Engel2, Forrest Mozer5, John W Bonnell6, Christopher Carew Chaston7, Eric Donovan8, Emma Spanswick8, Geoff Reeves3, Lynn M Kistler9, Chris Mouikis, Mary Hudson11, Charles William Smith12, J. F. Fennell13, J Bernard Blake14, Drew L Turner15, Dan N Baker16, Craig Kletzing17 and E. Spanswick, (1)University of Minnesota Twin Cities, Minneapolis, MN, United States, (2)University of Minnesota Twin Cities, School of Physics and Astronomy, Minneapolis, MN, United States, (3)University of Minnesota, School of Physics and Astronomy, Minneapolis, MN, United States, (4)The University of Minnesota, Minneapolis, MN, United States, (5)University of California Berkeley, Berkeley, CA, United States, (6)University of California, Space Science Laboratory, Berkeley, CA, United States, (7)Univ California Berkeley, Berkeley, CA, United States, (8)University of Calgary, Calgary, AB, Canada, (9)Univ New Hampshire, Durham, NH, United States, (10)Dartmouth College, Hanover, NH, United States, (11)University of New Hampshire, Department of Physics and Institute for the Study of Earth, Oceans and Space, Durham, NH, United States, (12)Aerospace Corporation Los Angeles, Los Angeles, CA, United States, (13)Aerospace Corporation, Los Angeles, CA, United States, (14)The Aerospace Corporation, El Segundo, CA, United States, (15)Laboratory for Atmospheric and Space Physics, Boulder, CO, United States, (16)University of Iowa, Department of Physics and Astronomy, Iowa City, IA, United States - American Geophysical Union Fall Meeting 2017, New Orleans, LA
SM31B-2622 An Analysis of Two-Dimensional Field Line Resonance Flows, Field-Aligned Currents and Periodic Auroral ArcsFrances R Fenrich, Megan Gillies, Eric Donovan and David J Knudsen, University of Calgary, Calgary, AB, Canada - American Geophysical Union Fall Meeting 2017, New Orleans, LA

SM51A-2418 Exploring the relative boundaries of the patchy pulsating auroraElizabeth Carlisle, Eric Donovan and Brian J Jackel, University of Calgary, Calgary, AB, Canada - American Geophysical Union Fall Meeting 2017, New Orleans, LA

SA51B-2387 On the location of Steve, the mysterious subauroral featureBea Gallardo-Lacourt1, Yukitoshi Nishimura2, Eric Donovan1, D. Megan Gillies1, Emma Spanswick1, William Edward Archer1, Elizabeth MacDonald3 and David J Knudsen1, (1)University of Calgary, Calgary, AB, Canada, (2)University of California Los Angeles, Department of Atmospheric and Ocean Science, Los Angeles, CA, United States, (3)NASA Goddard Space Flight Center, Greenbelt, MD, United States -- American Geophysical Union Fall Meeting 2017, New Orleans, LA

SA51C-2406 SWARM-THEMIS ASI observation of flow shears at the poleward boundary of Omega bands; Jiang Liu1, Larry R Lyons2, William Edward Archer3, Bea Gallardo-Lacourt3, Ying Zou4, Christine Gabrielse1 and Vassilis Ange",,2017/2018
UTIL,1.1.2 - GROUND INFRASTRUCTURE,1.1.2.2 - DATA HANDLING,S&C,Array for Broadband Observations of VLF/ELF Emissions (ABOVE),University of Calgary,"Cully, Christopher",Avez-vous produit des PRSENTATIONS cette ann‚e (pour ce projet sp‚cifiquement)?,Oui,,,Science Soleil-Terre,2017/2018
UTIL,1.1.2 - GROUND INFRASTRUCTURE,1.1.2.2 - DATA HANDLING,S&C,Array for Broadband Observations of VLF/ELF Emissions (ABOVE),University of Calgary,"Cully, Christopher",Nombre de CONFRENCES/ SMINAIRES/ ATELIERS,,3,"1. Energetic Precipitation and the ABOVE2 Stratospheric Balloon Flights/Cully/URSI/Aug 2017
2. Characteristics of Subionospheric VLF Signal Propagation during Energetic Electron Injections/Ghaffari/URSI/Aug 2017
3. Computational Model of D-Region Ion Production Caused by Energetic Electron Precipitations Based on General Monte Carlo Transport Calculations/ Kouznetsov/ AGU / Dec 2017",Science Soleil-Terre,2017/2018
UTIL,1.1.2 - GROUND INFRASTRUCTURE,1.1.2.2 - DATA HANDLING,S&C,"Auroral Geospace Observatory (AGO), and Redline Auroral Geospace Observatory (REGO)",University of Calgary,"Donovan, Eric",Avez-vous produit des PRSENTATIONS cette ann‚e (pour ce projet sp‚cifiquement)?,Oui,,,Science Soleil-Terre,2017/2018
UTIL,1.1.2 - GROUND INFRASTRUCTURE,1.1.2.2 - DATA HANDLING,S&C,"Auroral Geospace Observatory (AGO), and Redline Auroral Geospace Observatory (REGO)",University of Calgary,"Donovan, Eric",Nombre de CONFRENCES/ SMINAIRES/ ATELIERS,,10,"SM22A-03 Polar CAP Boundary Identification Using Redline Imaging DataElizabeth Anita Roy1, Emma Spanswick1, Bea Gallardo-Lacourt2, Eric Donovan1, Aaron J Ridley3 and Dongjie Gou4,5, (1)University of Calgary, Calgary, AB, Canada, (2)University of California Los Angeles, Los Angeles, CA, United States, (3)Univ Michigan, Ann Arbor, MI, United States, (4)USTC University of Science and Technology of China, Hefei, China, (5)University of Michigan Ann Arbor, Ann Arbor, MI, United States - American Geophysical Union Fall Meeting 2017, New Orleans, LA

SM31B-2622 An Analysis of Two-Dimensional Field Line Resonance Flows, Field-Aligned Currents and Periodic Auroral ArcsFrances R Fenrich, Megan Gillies, Eric Donovan and David J Knudsen, University of Calgary, Calgary, AB, Canada - American Geophysical Union Fall Meeting 2017, New Orleans, LA
SM41A-2673 Utilizing field-aligned current profiles derived from Swarm to estimate the peak emission height of 630 nm auroral arcs: a comparison of methods and discussion of associated error estimates in the ASI data.D. Megan Gillies, David J Knudsen, Eric Donovan, Brian J Jackel, Rob Gillies and Emma Spanswick, University of Calgary, Calgary, AB, Canada - American Geophysical Union Fall Meeting 2017, New Orleans, LA

PA23E-09 New Science in Plain Sight: Optical Manifestations of Coupled Subauroral Features Documented by Citizen ScientistsElizabeth MacDonald1, Matthew Heavner2, Burcu Kosar1, Nathan Case3, Eric Donovan4, Emma Spanswick4, Yukitoshi Nishimura5, Bea Gallardo-Lacourt4 and Aurorasaurus Citizen Scientists and Alberta Aurora Chasers, (1)NASA Goddard Space Flight Center, Greenbelt, MD, United States, (2)St-Maur Cedex, France, (3)Lancaster University, Lancaster, United Kingdom, (4)University of Calgary, Calgary, AB, Canada, (5)University of California Los Angeles, Department of Atmospheric and Ocean Science, Los Angeles, CA, United States - American Geophysical Union Fall Meeting 2017, New Orleans, LA

SA51B-2387 On the location of Steve, the mysterious subauroral featureBea Gallardo-Lacourt1, Yukitoshi Nishimura2, Eric Donovan1, D. Megan Gillies1, Emma Spanswick1, William Edward Archer1, Elizabeth MacDonald3 and David J Knudsen1, (1)University of Calgary, Calgary, AB, Canada, (2)University of California Los Angeles, Department of Atmospheric and Ocean Science, Los Angeles, CA, United States, (3)NASA Goddard Space Flight Center, Greenbelt, MD, United States - American Geophysical Union Fall Meeting 2017, New Orleans, LA

Bea Gallardo-Lacourt, On the evolution of STEVE, the mysterious Subauroral feauture - American Geophysical Union Fall Meeting 2017, New Orleans, LA

Bea Gallardo-Lacourt, CEDAR Workshop - June 2017 | STEVE the subauroral phenomenon (Oral presentation) 

Bea Gallardo-Lacourt, Presentation at UCLA - October 2017 | STEVE (talk) | 

Bea Gallardo-Lacourt, The Magnetosphere: New Tools, New Thinking, New Results- November 2017 | STEVE, the mysterious subauroral feature | 

Bea Gallardo-Lacourt, Presentation at NASA Goddard Space Flight Center (GSFC) | An analysis of optical structures: From the polar cap boundary to the subauroral region |",Science Soleil-Terre,2017/2018
UTIL,1.1.2 - GROUND INFRASTRUCTURE,1.1.2.2 - DATA HANDLING,S&C,"Auroral Geospace Observatory (AGO), and Redline Auroral Geospace Observatory (REGO)",University of Calgary,"Donovan, Eric",Nombre d'expos‚s aux MDIAS/ PUBLIC GNRAL,,3,"Eric Donovan presented a TedX talk: https://www.tedxcalgary.ca/talks/how-i-met-steve-discovery-new-aurora in February 2018

Eric Donovan gave a public presentation in Yellowknife regarding the STEVE phenomenon in March 2018

UofC AIG personnel, including Eric Donovan and Emma Spanswick, participated in filming ""The Nature of Things"" Documentary with David Suzuki, which will highlight the science of the aurora, aurora chasing and the emergence of citizen science in the field and how that couples to the STEVE phenomenon",Science Soleil-Terre,2017/2018
UTIL,1.1.2 - GROUND INFRASTRUCTURE,1.1.2.2 - DATA HANDLING,S&C,Athabasca University THEMIS UCLA Magnetometer Network Extension (AUTUMNX),Athabasca University,"Connors, Martin",Avez-vous produit des PRSENTATIONS cette ann‚e (pour ce projet sp‚cifiquement)?,Oui,,,Science Soleil-Terre,2017/2018
