DG,PAA LVL2,PAA LVL3,TYPE,Titre/Title,Organisation,Chercheur principal/Principal Investigator,QUESTION, Réponse/Answer,Nb, Texte/Text, Thème/Theme,FY
SST,1.3.1 - SPACE EXPERTISE AND PROFICIENCY,1.3.1.1 - SPACE EXPERTISE AND PROFICIENCY,S&C,High-Fidelity Rover Missions at Mars Analogue Sites,University of Winnipeg,"Cloutis, Edward",Nombre d'expos‚s aux MDIAS/ PUBLIC GNRAL,,1,"Invited talk: Society of Earth Sciences and Environmental Students (SESES): The Exploration of Mars; University of Manitoba, Winnipeg, MB, Canada; April 4, 2017.",Science plan‚taire,2017/2018
SST,1.3.1 - SPACE EXPERTISE AND PROFICIENCY,1.3.1.1 - SPACE EXPERTISE AND PROFICIENCY,S&C,A cryogenic far-infrared Fabry-Perot interferometer as a potential Canadian contribution to the SPICA Safari instrument (A07),University of Lethbridge,"Naylor, David",Avez-vous produit des PRSENTATIONS cette ann‚e (pour ce projet sp‚cifiquement)?,Oui,,,Astronomie,2017/2018
SST,1.3.1 - SPACE EXPERTISE AND PROFICIENCY,1.3.1.1 - SPACE EXPERTISE AND PROFICIENCY,S&C,A cryogenic far-infrared Fabry-Perot interferometer as a potential Canadian contribution to the SPICA Safari instrument (A07),University of Lethbridge,"Naylor, David",Nombre de CONFRENCES/ SMINAIRES/ ATELIERS,,2,"""A novel design for a cryogenic Fabry-P‚rot interferometer"",
D. Naylor, I. Veenendaal, B. Gom, T. Fulton, W. Jellema, P. Ade and M. Eggens,
2017 42nd International Conference on Infrared, Millimeter, and Terahertz Waves (IRMMW-THz), Cancun, 2017, pp. 1-2.  doi: 10.1109/IRMMW-THz.2017.8066903 

""SPICA the Space Telescope for Cosmology and Astrophysics"", D. Naylor, CASCA Annual Meeting, U of A, May 2017",Astronomie,2017/2018
SST,1.3.1 - SPACE EXPERTISE AND PROFICIENCY,1.3.1.1 - SPACE EXPERTISE AND PROFICIENCY,S&C,A cryogenic far-infrared Fabry-Perot interferometer as a potential Canadian contribution to the SPICA Safari instrument (A07),University of Lethbridge,"Naylor, David",Autres,,3,"Public lectures have been given, including presentations to Milo Community School, Theology on Tap Lethbridge, and the Lethbridge Astronomical Society",Astronomie,2017/2018
SST,1.3.1 - SPACE EXPERTISE AND PROFICIENCY,1.3.1.1 - SPACE EXPERTISE AND PROFICIENCY,S&C,CALASET - Canadian Atmospheric Laser Absorption Spectrometer Experiment Test-bed (A08),University of Toronto,"Walker, Kaley",Avez-vous produit des PRSENTATIONS cette ann‚e (pour ce projet sp‚cifiquement)?,Oui,,,Earth System Science,2017/2018
SST,1.3.1 - SPACE EXPERTISE AND PROFICIENCY,1.3.1.1 - SPACE EXPERTISE AND PROFICIENCY,S&C,CALASET - Canadian Atmospheric Laser Absorption Spectrometer Experiment Test-bed (A08),University of Toronto,"Walker, Kaley",Nombre de CONFRENCES/ SMINAIRES/ ATELIERS,,1,"W. Knee-Walden, K.A. Walker, P.F. Fogal, J.G. Murphy, and W. Jaeger, Development of a Balloon-borne Laser Absorption Spectrometer, Third Connaught Summer Institute in Arctic Science: Atmosphere, Cryosphere, and Climate, Alliston, Ontario, 17-21 July 2017 (poster presentation)",Earth System Science,2017/2018
SST,1.3.1 - SPACE EXPERTISE AND PROFICIENCY,1.3.1.1 - SPACE EXPERTISE AND PROFICIENCY,S&C,Cosmology from the Stratosphere - Gravitational waves and Gravitational lensing with Spider and SuperBIT (A11),University of Toronto,"Netterfield, Barth",Avez-vous produit des PRSENTATIONS cette ann‚e (pour ce projet sp‚cifiquement)?,Oui,,,Astronomie,2017/2018
SST,1.3.1 - SPACE EXPERTISE AND PROFICIENCY,1.3.1.1 - SPACE EXPERTISE AND PROFICIENCY,S&C,Cosmology from the Stratosphere - Gravitational waves and Gravitational lensing with Spider and SuperBIT (A11),University of Toronto,"Netterfield, Barth",Nombre de CONFRENCES/ SMINAIRES/ ATELIERS,,6,"Update on Spider and SuperBIT, Netterfield, CIfAR C&G AGM, Mar, 2017

SuperBIT, Poster, Galoway, CASCA 2017

Preliminary Results from the 2015 flight of Spider, Shariff, CASCA 2017

Demonstration of a long exposure wide field sub-arcsecond pointing system for SuperPressure balloon platforms., Romualdez, Scientific Ballooning Technologies Workshop, May, 2017

SuperBIT, Romualdez, UTIAS Seminar, November 28, 2017",Astronomie,2017/2018
SST,1.3.1 - SPACE EXPERTISE AND PROFICIENCY,1.3.1.1 - SPACE EXPERTISE AND PROFICIENCY,S&C,Cosmology from the Stratosphere - Gravitational waves and Gravitational lensing with Spider and SuperBIT (A11),University of Toronto,"Netterfield, Barth",Nombre d'expos‚s aux MDIAS/ PUBLIC GNRAL,,5,"Back to the Very Beginning: Probing Cosmic Origins, Netterfield, Public Talk, TWU, Oct, 2017

Keynote Address, Netterfield, Langley Leadership Prayer Breakfast, October, 2017

Balloon Telescopes, Redmond, Grade 6 science day, Nov, 2017

How to Fly a Telescope, Domagalski, AstroTours, September, 2017

From the Bottom of the World to the Beginning of Time: The Unexpected Places that STEM Can Take You, Shariff, Etobicoke Ismaili Jamatkhana Careers 101 Info Session, Oct, 2017",Astronomie,2017/2018
SST,1.3.1 - SPACE EXPERTISE AND PROFICIENCY,1.3.1.1 - SPACE EXPERTISE AND PROFICIENCY,S&C,AVATARS -Arctic Validation And Training for Atmospheric Research in Space (A12),University of Toronto,"Strong, Kimberly",Avez-vous produit des PRSENTATIONS cette ann‚e (pour ce projet sp‚cifiquement)?,Oui,,,Earth System Science,2017/2018
SST,1.3.1 - SPACE EXPERTISE AND PROFICIENCY,1.3.1.1 - SPACE EXPERTISE AND PROFICIENCY,S&C,AVATARS -Arctic Validation And Training for Atmospheric Research in Space (A12),University of Toronto,"Strong, Kimberly",Nombre de CONFRENCES/ SMINAIRES/ ATELIERS,,44,"CONFERENCE PRESENTATIONS
(Note: Author lists shortened to fit character limit.  Workshops and seminars are included below under Other.)

[C1] S. Tremblay, P.L. Hayes, et al., Characterization of the chemical, physical and optical properties of atmospheric aerosols in the Canadian High Arctic, Cryosphere and Atmospheric Chemistry (CATCH) Workshop, Paris, France, 19 April 2017.

[C2] K. Bognar, X. Zhao, K. Strong, et al., Observations of a bromine explosion event coincident with the arrival of Arctic haze in the Canadian high Arctic, European Geosciences Union General Assembly 2017, Vienna, Austria, 23-28 April 2017.

[C3] F. Goutail, et al., Ozone loss in the Arctic winter 2016/7, European Geosciences Union General Assembly 2017, Vienna, Austria, 23-28 April 2017.

[C4] E. Lutsch, S. Conway, D. Jones, and K. Strong, Comparison of Wildfire Emissions in GEOS-Chem to Ground-based FTIR Measurements, 8th International GEOS-Chem Meeting (IGC8), Cambridge, MA, USA, 1-4 May 2017. 

[C5] S. Roche, K. Strong, D. Wunch, J. Mendonca, G.C. Toon, and B.J. Connor, GFIT2: CO2 profile retrieval, Fifth Environment Canada - Carbon Assimilation Workshop, Toronto, 15-16 May 2017.

[C6] K. Ranjbar, N.T. O?Neill, Y.Ahmed, C. Ritter, and E. Eloranta, Remote sensing of dust over the Arctic, International Conference on High Latitude Dust 2017, University of Iceland, Reykjavik, 22-25 May 2017.

[C7] K. Bognar, X. Zhao, K. Strong, P.L. Hayes, S. Tremblay, and R.Y.-W. Chang, Observations of a bromine explosion coincident with the arrival of Arctic haze in the Canadian high Arctic. 100th Canadian Chemistry Conference and Exhibition, Toronto, 28 May - 1 June 2017.

[C8] P.L. Hayes, S. Tremblay, et al., Characterization of aerosol size distributions and optical properties in the Canadian High Arctic using surface and columnar observations. 100th Canadian Chemistry Conference and Exhibition, Toronto, 28 May ? 1 June 2017.

[C9] R. Bauer, K.A. Walker, et al., Validation of satellite measurements of ozone-depleting substances over the Canadian high Arctic, Joint TCCON/NDACC IRWG Meeting, Paris, France, 29 May - 2 June 2017. 

[C10] P. Fogal, K. Walker, K. Strong and the ACE/OSIRIS Arctic Campaign Team, 2017 ACE/OSIRIS Arctic Validation Campaign Update, Joint TCCON/NDACC IRWG Meeting, Paris, France, 29 May - 2 June 2017.

[C11] K.S. Olsen, K. Strong, K.A. Walker and N. Saitoh, Validation of the GOSAT TANSO-FTS TIR CH4 vertical profile data product using CH4 vertical profiles from NDACC, MIPAS (ESA and IMK) and ACE-FTS, Joint TCCON/NDACC IRWG Meeting, Paris, France, 29 May - 2 June 2017.

[C12] K. Strong, et al., Eureka Site Report, Joint TCCON/NDACC IRWG Meeting, Paris, France, 29 May - 2 June 2017.

[C13] R. Bauer, K. A. Walker, et al., Validation of satellite measurements of ozone depleting substances over the Canadian high Arctic, 51st Canadian Meteorological and Oceanographic Society (CMOS) Congress, Toronto, Ontario, 4-8 June 2017

[C14] K. Bognar, X. Zhao, and K. Strong, Long-term monitoring of the Arctic atmosphere using UV-visible spectrometers at Eureka, Nunavut, 51st CMOS Congress. Toronto, 4-8 June 2017.

[C15] S. M. Gamage, R. Sica, and A. Haefele, The Application of the Optimal Estimation Method (OEM) for Tropospheric Rotational Raman Temperature Retrieval, 51st CMOS Congress. Toronto, 4-8 June 2017

[C16] E. Lutsch, S. Conway, K. Strong, et al., Identifying long-range transport of wildfire emissions to the Arctic using a network of ground-based FTIR spectrometers, satellite observations, and transport models, 51st CMOS Congress. Toronto, 4-8 June 2017. 

[C17] S. Roche, K. Strong, et.al., CO2 profile retrieval from near-infrared spectra, 51st CMOS Congress. Toronto, 4-8 June 2017. 

[C18] K. Strong and the PAHA-CM science team, A decade of atmospheric composition measurements at the Polar Environment Atmospheric Research Laboratory,  51st CMOS Congress. Toronto, 4-8 June 2017.

[C19] S. Tremblay, P.L. Hayes, et",Earth System Science,2017/2018
SST,1.3.1 - SPACE EXPERTISE AND PROFICIENCY,1.3.1.1 - SPACE EXPERTISE AND PROFICIENCY,S&C,AVATARS -Arctic Validation And Training for Atmospheric Research in Space (A12),University of Toronto,"Strong, Kimberly",Nombre d'expos‚s aux MDIAS/ PUBLIC GNRAL,,8,"PUBLIC OUTREACH ACTIVITIES

[OUT1] UofT Science Unlimited Camp, University of Toronto, Ontario, 17 August 2017
Facilitated a half-day of atmospheric physics activities including a spectroscopy lab, a sun photometer and aerosols workshop, and a virtual tour of PEARL. Participants: Kaley Walker (professor), John Saunders (postdoc.), Kristof Bognar (Ph.D. student), Paul Jeffery (Ph.D. student), Alex Bercik (undergrad. summer student), Hayden Johnson (undergrad. summer student), Romina Piunno (undergrad. summer student), Laura Saunders (undergrad. summer student) and Dan Weaver (Ph.D student). (50 students)

[OUT2] Science Rendezvous, 13 May 2017
Day-long science-based public event across Canada. Demonstration of making clouds in a jar and using spectroscopes with elemental lamps; as well as displays of Arctic outdoor gear.  Participants: Aubyn O?Grady (coordinator), Whitney Bader (postdoc.), Shoma Yamanouchi (Ph.D. student), Laura Saunders (undergrad. summer student), and Hayden Johnson (undergrad. summer student) (~175 participants).

[OUT3] Da Vinci Public School, Ajax, Ontario, 11 April 2017	
Launched the Student-Researcher Atmospheric Collaboration with kindergarten and grade 4 students in 2 classes. Participants: Aubyn O?Grady (coordinator), Whitney Bader (postdoc.), and Paul Godin (Ph.D. student). (~60 students)

[OUT4] Joamie Ilinniarvik School & Inuksuk High School, Iqaluit, Nunavut, 4-7 April 2017
Wrapped up the Student-Researcher Atmospheric Collaboration with grade 3, 4 and 5/6 students in 5 classes and with grade 10 students in 1 class. Participants: Aubyn O?Grady (coordinator), Paul Godin (Ph.D. student), and Shannon Hicks (UWO Ph.D. student). (~125 students)

[OUT5] Medway High School, Arva, Ontario, 23 February 2017
Launched the Student-Researcher Atmospheric Collaboration with gr. 10 students in 2 classes. Participants: Aubyn O?Grady (coordinator), Shannon Hicks (UWO Ph.D. student), and Ali Jalali (UWO Ph.D. student). (~50 students)

[OUT6] University of Toronto Schools, Toronto, Ontario, 22 February 2017
Conducted two workshops on atmospheric science for grade 10 students as part of a Climate Change Event at the University of Toronto Schools.  The activities included a spectroscopy lab and clouds-in-a-jar challenge. Participants: Aubyn O?Grady (coordinator), Whitney Bader (postdoc.) and Ralf Bauer (postdoc.), organized by Kaley Walker (professor).  (~50 students).

[OUT7] Joamie Ilinniarvik School & Inuksuk High School, Iqaluit, Nunavut, 6-10 February 2017
Launched the Student-Researcher Atmospheric Collaboration with grade 3, 4 and 5/6 students in 5 classes and with grade 10 students in 1 class. Participants: Aubyn O?Grady (coordinator), Shannon Hicks (UWO Ph.D. student) and Dan Weaver (Ph.D. student). (~125 students)

[OUT8] Da Vinci PS1, Ajax, Ontario, 2 February 2017	
Launched the Student-Researcher Atmospheric Collaboration with kindergarten and grade 4 students in 2 classes. Participants: Aubyn O?Grady (coordinator), Whitney Bader (postdoc.), and Dan Weaver (Ph.D. student). (~60 students)",Earth System Science,2017/2018
SST,1.3.1 - SPACE EXPERTISE AND PROFICIENCY,1.3.1.1 - SPACE EXPERTISE AND PROFICIENCY,S&C,AVATARS -Arctic Validation And Training for Atmospheric Research in Space (A12),University of Toronto,"Strong, Kimberly",Autres,,36,"2017 CANDAC-PAHA WORKSHOP PRESENTATIONS, TORONTO, ON, 8-9 MAY 2017 (TALKS)

[W1] R. Bauer, ?Satellite validation of CFCs over the High Arctic?.

[W2] J.-P. Blanchet, ?Investigation for Potential Data Assimilation Improvement at Eureka and Iqaluit during the International Year of Polar Prediction (YOPP)?.

[W3] K. Bognar, ?Observations of a bromine explosion event coincident with the arrival of Arctic haze in the Canadian high Arctic?.

[W4] L. Coursol, ?Impact of far infrared measurements on analyses of temperature and humidity?.

[W5] G. Farhani, ?The Stratospheric Ozone Density Retrieval Using the Optimal Estimation Method (OEM)?.

[W6] S. Gamage, ?First Application of the Optimal Estimation Method (OEM) to Retrieve Tropospheric Temperatures from Rotational Raman Scatter Lidar Measurements?.

[W7] P. Hayes, ?Surface measurements of aerosol size, chemical composition and optical properties at PEARL?.

[W8] L. Ivanescu, ?Toward 1% accuracy star-photometry?.

[W9] G. Lesins, ?Microbarometer Measurements at Eureka?.

[W10] E. Lutsch, ?Detecting long-range transport of wildfire emissions in the Arctic using a network of ground-based FTIR Spectrometers?.

[W11] E. McCullough, ?CRL lidar cloud-aerosol results from 2017 polar sunrise campaign?.

[W12] N. O?Neill, ?Analysis of remotely sensed, aerosol-cloud interaction over the Arctic?.

[W13] K. Ranjbar, ?Remote sensing of dust over the Arctic?.

[W14] S. Roche, ?CO2 profile retrieval from near-infrared spectra?.

[W15] L. Pelletier, ?Far Infrared Radiometer, radiometric validation at Eureka?.

[W16] R.J. Sica, ?First Principle Retrieval of Active Remote Sensor Measurements using an Optimal Estimation Method?.

[W17] K. Strong, ?Composition Measurements (CM) ? Theme Update?.

[W18] K. Strong, ?AVATARS (Arctic Validation And Training for Atmospheric Research in Space) Update and Discussion?.

[W19] S. Tremblay, ?Characterization of aerosol growth events on Ellesmere Island during the summers of 2015 and 2016?.

[W20] K. Walker, ?Update on Satellite Validation (SV) Theme?.

[W21] D. Weaver, ?Intercomparison of ground-based and satellite water vapour measurements at PEARL?.

THIRD CONNAUGHT SUMMER INSTITUTE IN ARCTIC SCIENCE: ATMOSPHERE, CRYOSPHERE, AND CLIMATE, ALLISTON, ON, 17-21 JULY 2017 (POSTERS)

[CSI1] L. Coursol, Q. Libois, L.S. Pelletier, P. Gauthier, and J.-P. Blanchet, ?Impact of far infrared measurements on analyses of temperature and humidity?.

[CSI2] G. Farhani, R.J. Sica, S. Godin-Beekmann, and A. Haefele, ?Using the Optimal Estimation Method (OEM) for Retrieval of Stratospheric Ozone Profiles from DIAL Lidar Measurements?.

[CSI3] S. Mahagammulla Gamage, A. Haefele, and R.J. Sica, ?First application of the Optimal Estimation Method (OEM) to retrieve temperatures from RALMO Pure Rotational Raman (PRR) scatter measurements?.

[CSI4] P. Jeffery, D. Griffin, E. Eckert, and K.A. Walker, ?A First Look at PARIS-IR Measurements from the 2017 Canadian ACE/OSIRIS Arctic Validation Campaign?. 

[CSI5] E. Lutsch, S. Conway, D.B.A. Jones, and K. Strong, ?Observing the long-range transport of wildfire pollution to the Arctic using ground-based FTIR measurements at PEARL?.

[CSI6] L.S. Pelletier, Q. Libois, E. McCullough, and J-P. Blanchet, ?Far Infrared Radiometer radiometric accuracy and observation during the field campaign at Eureka?.

[CSI7] S. Roche, K. Strong, D. Wunch, J. Mendonca, G.C. Toon, and B.J. Connor, ?CO2 profile retrieval from near-infrared spectra?.

[CSI8] H. Sankare, J.-P. Blanchet, R. Laprise, and O. Niki‚ma, ?Diagnostic of Arctic atmosphere energy budget during the polar night?.

SEMINARS

[SEM1] R. Bauer, ?Event Satellite validation of CFCs over the High Arctic?, Brewer-Wilson Seminar, Department of Physics, University of Toronto, 24 February 2017.

[SEM2] E. Lutsch, ?Event Detecting the Transport of Wildfire Emissions to the Arctic using a Network of Ground-based FTIR Spectrometers?, Brewer-Wil",Earth System Science,2017/2018
SST,1.3.1 - SPACE EXPERTISE AND PROFICIENCY,1.3.1.1 - SPACE EXPERTISE AND PROFICIENCY,S&C,HiCIBaS - High-Contrast Imaging Balloon System (A14),Universit‚ Laval,"Thibault, Simon",Avez-vous produit des PRSENTATIONS cette ann‚e (pour ce projet sp‚cifiquement)?,Oui,,,Astronomie,2017/2018
SST,1.3.1 - SPACE EXPERTISE AND PROFICIENCY,1.3.1.1 - SPACE EXPERTISE AND PROFICIENCY,S&C,HiCIBaS - High-Contrast Imaging Balloon System (A14),Universit‚ Laval,"Thibault, Simon",Nombre de CONFRENCES/ SMINAIRES/ ATELIERS,,1,"The use of an axicon beam-shaping element in non-modulated pyramid wavefront sensors,
Guillaume Allain1, Denis Brousseau1, Simon Thibault1, Jean-Pierre V‚ran2 
AO4ELT5, Tenerife, Canary Islands, Spain, June 25-30, 2017",Astronomie,2017/2018
SST,1.3.1 - SPACE EXPERTISE AND PROFICIENCY,1.3.1.1 - SPACE EXPERTISE AND PROFICIENCY,S&C,CubeSat Electrodynamic Tether Deorbit Experiment (CETDE) (A16),York University,"Zhu, Zheng Hong",Avez-vous produit des PRSENTATIONS cette ann‚e (pour ce projet sp‚cifiquement)?,Oui,,,Int‚gration d'assemblage et test,2017/2018
SST,1.3.1 - SPACE EXPERTISE AND PROFICIENCY,1.3.1.1 - SPACE EXPERTISE AND PROFICIENCY,S&C,CubeSat Electrodynamic Tether Deorbit Experiment (CETDE) (A16),York University,"Zhu, Zheng Hong",Nombre de CONFRENCES/ SMINAIRES/ ATELIERS,,1,"Keynote speech
""DESCENT: DEorbiting SpaceCraft/debris by ElectrodyNamic Tether Mission"", Zhu Z. H.,  International Conference on Aerospace System Science and Engineering 2017 (ICASSE 2017), Shanghai, China, July 26-28, 2017.

2.",Int‚gration d'assemblage et test,2017/2018
SST,1.3.1 - SPACE EXPERTISE AND PROFICIENCY,1.3.1.1 - SPACE EXPERTISE AND PROFICIENCY,S&C,CubeSat Electrodynamic Tether Deorbit Experiment (CETDE) (A16),York University,"Zhu, Zheng Hong",Nombre d'expos‚s aux MDIAS/ PUBLIC GNRAL,,2,"1. ""DEorbiting SpaceCraft/debris by ElectrodyNamic Tether Mission""
Zhu Z.H., Mechanical Faculty Research Day at York University, Ict 26, 2017

2. ""Electrodynamic Tether for Space Debris Removal"", Seminar series of School of Aeronautics and Astronautics Engineering, Tsinghua University, China, June 22, 2017.",Int‚gration d'assemblage et test,2017/2018
SST,1.3.1 - SPACE EXPERTISE AND PROFICIENCY,1.3.1.1 - SPACE EXPERTISE AND PROFICIENCY,S&C,Development of Self-Adaptive Technology for Spacecraft,Ecole Polytechnique de Montr‚al,"Beltrame, Giovanni",Avez-vous produit des PRSENTATIONS cette ann‚e (pour ce projet sp‚cifiquement)?,Oui,,,Int‚gration d'assemblage et test,2017/2018
SST,1.3.1 - SPACE EXPERTISE AND PROFICIENCY,1.3.1.1 - SPACE EXPERTISE AND PROFICIENCY,S&C,Development of Self-Adaptive Technology for Spacecraft,Ecole Polytechnique de Montr‚al,"Beltrame, Giovanni",Nombre de CONFRENCES/ SMINAIRES/ ATELIERS,,2,"1) *Pierre Daligault*, Hugo Paquet, Antoine Morin, David Saussie, Giovanni Beltrame. ""Design of an Efficient and Low Cost Attitude Control System for a Nanosatellite"", International Astronautics Conference, Adelaide, Australia, 2017

2) *Samuel Laprise*, Simon Beaudry, Josu‚ Zabeau, Jacopo Panerati, Louis Attendu, Giovanni Beltrame, ""Control of Miniaturized Electrospray Ion Thrusters for CubeSat Designs"", International Astronautics Conference, Adelaide, Australia, 2017",Int‚gration d'assemblage et test,2017/2018
SST,1.3.1 - SPACE EXPERTISE AND PROFICIENCY,1.3.1.1 - SPACE EXPERTISE AND PROFICIENCY,S&C,Development and testing of MICRO life detection platforms for planetary exploration in polar anlogue sites,McGill University,"Whyte, Lyle",Avez-vous produit des PRSENTATIONS cette ann‚e (pour ce projet sp‚cifiquement)?,Oui,,,Science plan‚taire,2017/2018
SST,1.3.1 - SPACE EXPERTISE AND PROFICIENCY,1.3.1.1 - SPACE EXPERTISE AND PROFICIENCY,S&C,Development and testing of MICRO life detection platforms for planetary exploration in polar anlogue sites,McGill University,"Whyte, Lyle",Nombre de CONFRENCES/ SMINAIRES/ ATELIERS,,6,"1. Whyte, L.G. 2017. Adventures on Axel Heiberg Island: cryomicrobiology and the cold limits of microbial life on Earth. Invited Seminar. University of Tennessee Knoxville. Nov. 20, 2017. Invited Conference Presentation.

2. Whyte, L.G. 2017. The cold temperature limits of microbial life. Conference on Polar and Alpine Microbiology (PAM). Nuuk, Greenland, Sept. 8-12, 2017. Invited Conference Presentation.

3. Goordial J. M., Altshuler I. Hindson K. Ronan R. Raymond-Bouchard I. and Whyte L.G. 2017. In Situ Life and Nucleic Acid Biomarker Detection Using the MICRO Life Detection Platform on Mars Analogue Polygonal Permafrost Terrain in the Canadian High Arctic. Astrobiology Science Conference, Phoenix, USA. April 24-28, 2017.

4. Whyte L. G.,  Goordial J., Raymond-Bouchard I., Lamarche-Gagnon G., Greer, C.W.,  Davila A. McKay C. 2017. Terrestrial Cryoenvironments as Mars, Europa, and Enceladus Analogues. Astrobiology Science Conference, Phoenix, USA. April 24-28, 2017. Invited Oral Presentation.

5. Goordial., J., Zacny, K., Whyte, L., Spring, J. Evaluating core contamination under Mars-like conditions. Lunar and Planetary Science Conference, March 20-28th, 2017, The Woodlands, Texas. Poster.

6. Cloutis, E. A., Casson, N. J., Applin, D. M., Poitras, J. T., Moreras Marti, A., Morison, M. Q., Maggiori, C., Cousins, C. R., Whyte, L. G., and Kruzelecky, R. V. 2017. A Hydrologic- and biosignature-driven field campaign at an inverted fluvial channel site: Hanksville, UT, USA. 48th Lunar and Planetary Science Conference March 20-24, 2017, The Woodlands, TX, USA. Invited Presentation.",Science plan‚taire,2017/2018
